property_address,status
2 NAGLEE AV,"Work Complete, CFC Issued"
32 RAUSCH ST,Non-Compliant
80 PALM AV,"Work Complete, CFC Issued"
925 PAGE ST,"Work Complete, CFC Issued"
1304 LOMBARD ST,Non-Compliant
821 PINE ST,"Work Complete, CFC Issued"
617 ARGUELLO BL,"Work Complete, CFC Issued"
2265 LOMBARD ST,"Work Complete, CFC Issued"
18 SANCHEZ ST,Non-Compliant
865 NORTH POINT ST,"Work Complete, CFC Issued"
340 BAKER ST,"Work Complete, CFC Issued"
4325 BALBOA ST,"Work Complete, CFC Issued"
1635 JONES ST,"Work Complete, CFC Issued"
340 ARGUELLO BL,"Work Complete, CFC Issued"
1458 20TH AV,"Work Complete, CFC Issued"
2171 OFARRELL ST,"Work Complete, CFC Issued"
1338 08TH AV,"Work Complete, CFC Issued"
494 29TH AV,"Work Complete, CFC Issued"
98 PARKRIDGE DR,"Work Complete, CFC Issued"
37 LYON ST,Non-Compliant
4100 FULTON ST,Non-Compliant
2575 WASHINGTON ST,"Work Complete, CFC Issued"
73 COLLINGWOOD ST,"Work Complete, No CFC Issued yet"
190 11TH AV,"Work Complete, CFC Issued"
1940 ANZA ST,"Work Complete, CFC Issued"
770 OAK ST,"Work Complete, CFC Issued"
1385 GREENWICH ST,"Work Complete, CFC Issued"
101 BUENA VISTA TR,Non-Compliant
642 COLE ST,"Work Complete, CFC Issued"
3727 FILLMORE ST,"Work Complete, CFC Issued"
1364 PAGE ST,Non-Compliant
2264 GREEN ST,Non-Compliant
2425 DIAMOND ST,"Work Complete, CFC Issued"
2057 15TH ST,"Work Complete, CFC Issued"
249 DUBOCE AV,Non-Compliant
3521 18TH ST,"Work Complete, CFC Issued"
271 20TH AV,"Work Complete, CFC Issued"
501 LAKE ST,Non-Compliant
582 GROVE ST,"Work Complete, CFC Issued"
1798 GROVE ST,"Work Complete, CFC Issued"
3254 23RD ST,"Work Complete, CFC Issued"
991 VALENCIA ST,"Work Complete, CFC Issued"
231 SANCHEZ ST,Non-Compliant
1353 STEVENSON ST,"Work Complete, CFC Issued"
1440 CLAY ST,"Work Complete, CFC Issued"
2192 GREEN ST,"Work Complete, CFC Issued"
1831 GRANT AV,"Work Complete, CFC Issued"
1550 HAYES ST,"Work Complete, CFC Issued"
1831 LARKIN ST,"Work Complete, CFC Issued"
720 41ST AV,"Work Complete, CFC Issued"
631 41ST AV,"Work Complete, CFC Issued"
1500 MCALLISTER ST,"Work Complete, CFC Issued"
471 UNION ST,"Work Complete, CFC Issued"
691 PORTOLA DR,"Permit Submitted, CFC Required by 9/15/20"
2161 TURK BL,"Work Complete, CFC Issued"
5636 CALIFORNIA ST,"Work Complete, CFC Issued"
1629 MCALLISTER ST,"Work Complete, CFC Issued"
1234 WASHINGTON ST,"Work Complete, CFC Issued"
3450 PIERCE ST,"Work Complete, CFC Issued"
3535 WASHINGTON ST,"Work Complete, CFC Issued"
1130 SOUTH VAN NESS AV,"Work Complete, CFC Issued"
811 ASHBURY ST,Non-Compliant
2265 BEACH ST,"Work Complete, CFC Issued"
3538 18TH ST,Non-Compliant
419 PIERCE ST,Non-Compliant
306 FAIR OAKS ST,"Work Complete, CFC Issued"
200 30TH ST,"Work Complete, CFC Issued"
86 PARKER AV,Non-Compliant
441 24TH AV,"Work Complete, CFC Issued"
2245 SUTTER ST,"Work Complete, CFC Issued"
375 24TH AV,"Work Complete, CFC Issued"
2172 15TH ST,"Work Complete, CFC Issued"
1320 CALIFORNIA ST,Non-Compliant
2738 BALBOA ST,Non-Compliant
1051 PAGE ST,"Work Complete, CFC Issued"
2175 GREEN ST,Non-Compliant
755 DOLORES ST,Non-Compliant
1133 FELL ST,"Work Complete, CFC Issued"
4417 CABRILLO ST,Non-Compliant
1509 GOLDEN GATE AV,"Work Complete, CFC Issued"
2037 HYDE ST,"Work Complete, CFC Issued"
20 ROMOLO ST,"Work Complete, CFC Issued"
126 CARL ST,"Work Complete, CFC Issued"
222 WILLARD ST,Non-Compliant
1380 05TH AV,"Work Complete, CFC Issued"
468 FELL ST,"Work Complete, CFC Issued"
333 WEBSTER ST,Non-Compliant
277 PIXLEY ST,"Work Complete, CFC Issued"
4717 MISSION ST,"Permit Submitted, CFC Required by 9/15/20"
1270 CALIFORNIA ST,"Work Complete, CFC Issued"
560 HAYES ST,Non-Compliant
627 PAGE ST,"Work Complete, CFC Issued"
160 PORTOLA DR,"Work Complete, CFC Issued"
741 KANSAS ST,"Work Complete, CFC Issued"
1678 GROVE ST,Non-Compliant
186 DUNCAN ST,"Work Complete, CFC Issued"
1961 SUTTER ST,"Permit Submitted, CFC Required by 9/15/20"
1550 09TH AV,"Work Complete, CFC Issued"
956 PIERCE ST,"Work Complete, CFC Issued"
1544 MCALLISTER ST,"Work Complete, CFC Issued"
3900 03RD ST,"Permit Submitted, CFC Required by 9/15/20"
361 12TH AV,Non-Compliant
272 CONNECTICUT ST,"Work Complete, CFC Issued"
551 DUBOCE AV,Non-Compliant
1720 PACIFIC AV,"Work Complete, CFC Issued"
1481 JACKSON ST,Non-Compliant
401 CAPP ST,"Work Complete, CFC Issued"
574 05TH AV,"Work Complete, CFC Issued"
420 07TH AV,"Work Complete, CFC Issued"
5020 CALIFORNIA ST,Non-Compliant
415 BUCHANAN ST,"Work Complete, CFC Issued"
236 EUCLID AVE,"Work Complete, CFC Issued"
2227 TAYLOR ST,"Permit Submitted, CFC Required by 9/15/20"
1490 SACRAMENTO ST,"Work Complete, CFC Issued"
184 LOCKSLEY AV,"Work Complete, CFC Issued"
2400 15TH ST,Non-Compliant
200 04TH AV,"Work Complete, CFC Issued"
4042 FULTON ST,"Work Complete, CFC Issued"
1129 UNION ST,Non-Compliant
1267 CHESTNUT ST,"Work Complete, CFC Issued"
1401 WALLER ST,"Work Complete, CFC Issued"
348 LOCUST ST,"Work Complete, CFC Issued"
232 21ST AV,Non-Compliant
7015 CALIFORNIA ST,"Work Complete, CFC Issued"
558 FILBERT ST,"Work Complete, CFC Issued"
833 ASHBURY ST,"Work Complete, CFC Issued"
2173 CALIFORNIA ST,"Work Complete, CFC Issued"
1 CRESTLINE DR,"Work Complete, CFC Issued"
579 BURNETT AV,"Work Complete, CFC Issued"
701 FELL ST,"Work Complete, CFC Issued"
421 UNION ST,"Work Complete, CFC Issued"
2615 24TH ST,"Work Complete, CFC Issued"
70 CRESTLINE DR,"Work Complete, CFC Issued"
1380 48TH AV,"Work Complete, CFC Issued"
2395 34TH AV,"Work Complete, CFC Issued"
524 ASHBURY ST,"Work Complete, CFC Issued"
957 FELL ST,"Work Complete, CFC Issued"
3351 18TH ST,"Permit Submitted, CFC Required by 9/15/20"
1769 BROADWAY,"Work Complete, CFC Issued"
438 BROADWAY,"Work Complete, CFC Issued"
3015 VAN NESS AVE,"Work Complete, CFC Issued"
157 27TH ST,Non-Compliant
679 48TH AV,"Work Complete, CFC Issued"
310 STANYAN ST,"Work Complete, CFC Issued"
34 LIBERTY ST,Non-Compliant
1812 HYDE ST,"Work Complete, CFC Issued"
404 12TH AV,"Permit Submitted, CFC Required by 9/15/20"
100 PALM AV,"Work Complete, CFC Issued"
1795 OFARRELL ST,"Work Complete, CFC Issued"
524 GUERRERO ST,"Work Complete, CFC Issued"
71 TERRA VISTA AV,Non-Compliant
1814 22ND AV,"Work Complete, CFC Issued"
1522 48TH AV,Non-Compliant
1601 LOMBARD ST,"Work Complete, CFC Issued"
2114 MISSION ST,"Permit Submitted, CFC Required by 9/15/20"
518 DIVISADERO ST,"Work Complete, CFC Issued"
1341 VALENCIA ST,"Work Complete, CFC Issued"
725 ARGUELLO BL,"Work Complete, CFC Issued"
90 PARKRIDGE DR,"Work Complete, CFC Issued"
715 HAIGHT ST,"Work Complete, CFC Issued"
2450 MARKET ST,"Work Complete, CFC Issued"
2160 VAN NESS AV,"Permit Submitted, CFC Required by 9/15/20"
3234 WASHINGTON ST,"Work Complete, CFC Issued"
1835 NORIEGA ST,"Work Complete, CFC Issued"
1269 DOLORES ST,"Work Complete, CFC Issued"
1940 FRANKLIN ST,"Work Complete, CFC Issued"
120 GARDENSIDE DR,Non-Compliant
1355 PINE ST,Non-Compliant
483 FRANCISCO ST,Non-Compliant
116 ADDISON ST,"Work Complete, CFC Issued"
3655 FILLMORE ST,"Work Complete, CFC Issued"
410 SHRADER ST,Non-Compliant
1385 PINE ST,"Work Complete, CFC Issued"
130 LAKE ST,"Work Complete, CFC Issued"
1355 47TH AV,"Permit Submitted, CFC Required by 9/15/20"
686 11TH AV,"Work Complete, CFC Issued"
1665 CLAY ST,"Work Complete, CFC Issued"
851 OFARRELL ST,Non-Compliant
3565 FILLMORE ST,"Work Complete, CFC Issued"
1935 HAYES ST,"Permit Submitted, CFC Required by 9/15/20"
1526 FILBERT ST,"Work Complete, CFC Issued"
1277 MCALLISTER ST,"Work Complete, CFC Issued"
7601 GEARY BL,"Work Complete, CFC Issued"
1165 FRANCISCO ST,Non-Compliant
267 CENTRAL AV,"Work Complete, CFC Issued"
366 DOLORES ST,"Work Complete, CFC Issued"
95 CERVANTES BL,"Work Complete, CFC Issued"
1077 NATOMA ST,"Work Complete, CFC Issued"
1454 TAYLOR ST,"Work Complete, CFC Issued"
1553 PINE ST,"Permit Submitted, CFC Required by 9/15/20"
1960 CALIFORNIA ST,"Work Complete, CFC Issued"
2230 LEAVENWORTH ST,"Work Complete, CFC Issued"
3661 16TH ST,"Work Complete, CFC Issued"
1266 17TH AVE,Non-Compliant
450 25TH AV,"Work Complete, CFC Issued"
1440 SACRAMENTO ST,"Work Complete, CFC Issued"
267 DORLAND ST,"Work Complete, CFC Issued"
3864 24TH ST,"Permit Submitted, CFC Required by 9/15/20"
768 08TH AV,"Work Complete, CFC Issued"
1725 SUTTER ST,"Work Complete, CFC Issued"
1627 CLAY ST,Non-Compliant
1555 POWELL ST,"Work Complete, CFC Issued"
4615 IRVING ST,"Permit Submitted, CFC Required by 9/15/20"
2420 STEINER ST,"Work Complete, CFC Issued"
1319 MINNA ST,"Work Complete, CFC Issued"
2156 MARKET ST,"Work Complete, CFC Issued"
550 05TH AV,Non-Compliant
3245 CLAY ST,"Work Complete, CFC Issued"
2629 FOLSOM ST,"Work Complete, CFC Issued"
1425 GREENWICH ST.,Non-Compliant
640 LOMBARD ST,"Work Complete, CFC Issued"
5645 DIAMOND HEIGHTS,"Work Complete, CFC Issued"
458 09TH AV,"Work Complete, CFC Issued"
5130 FULTON ST,"Work Complete, CFC Issued"
320 11TH AVE,"Work Complete, CFC Issued"
1748 LARKIN ST,"Work Complete, CFC Issued"
1468 LA PLAYA,"Work Complete, CFC Issued"
1550 FILBERT ST,"Work Complete, CFC Issued"
622 28TH AV,"Work Complete, CFC Issued"
1461 CALIFORNIA ST,"Work Complete, CFC Issued"
3910 MISSION ST,"Permit Submitted, CFC Required by 9/15/20"
1325 MASON ST,"Work Complete, CFC Issued"
1910 DIVISADERO ST,"Permit Submitted, CFC Required by 9/15/20"
830 STANYAN ST,"Work Complete, CFC Issued"
1043 FELL ST,"Work Complete, CFC Issued"
701 HAMPSHIRE ST,Non-Compliant
1624 VALLEJO ST,"Work Complete, CFC Issued"
2440 GREAT HY,"Work Complete, CFC Issued"
180 DOLORES ST,"Work Complete, CFC Issued"
1381 WASHINGTON ST,"Permit Submitted, CFC Required by 9/15/20"
1640 KIRKHAM ST,"Work Complete, CFC Issued"
167 FAIR OAKS ST,Non-Compliant
1525 CHESTNUT ST,"Work Complete, CFC Issued"
4071 19TH AV,"Work Complete, CFC Issued"
466 14TH ST,Non-Compliant
548 STEINER ST,"Work Complete, CFC Issued"
3574 17TH ST,Non-Compliant
3474 17TH ST,Non-Compliant
1705 HYDE ST,Non-Compliant
955 PINE ST,"Work Complete, CFC Issued"
241 CERVANTES BL,"Work Complete, CFC Issued"
160 LIBERTY ST,"Work Complete, CFC Issued"
2632 LARKIN ST,Non-Compliant
1466 WALLER ST,Non-Compliant
4931 17TH ST,"Work Complete, CFC Issued"
600 HAMPSHIRE ST,"Work Complete, CFC Issued"
218 UNION ST,"Work Complete, CFC Issued"
1360 VALENCIA ST,"Work Complete, CFC Issued"
107 SHOTWELL ST,"Permit Submitted, CFC Required by 9/15/20"
690 GUERRERO ST,"Work Complete, CFC Issued"
2240 NORTH POINT ST,"Work Complete, CFC Issued"
630 07TH AV,"Work Complete, CFC Issued"
115 STEINER ST,Non-Compliant
740 ANZA ST,"Work Complete, CFC Issued"
125 GUERRERO ST,"Work Complete, CFC Issued"
274 12TH AV,"Work Complete, CFC Issued"
3149 CALIFORNIA ST,"Work Complete, CFC Issued"
2510 VAN NESS AV,Non-Compliant
1005 JONES ST,"Work Complete, CFC Issued"
479 BUENA VISTA EAST AV,"Work Complete, CFC Issued"
1925 CHESTNUT ST,Non-Compliant
322 PARNASSUS AV,"Work Complete, CFC Issued"
785 CORBETT AV,"Work Complete, CFC Issued"
1970 FELL ST,"Work Complete, CFC Issued"
2530 CHESTNUT ST,"Work Complete, CFC Issued"
149 JASPER PL,Non-Compliant
1501 10TH AV,"Work Complete, CFC Issued"
1106 18TH ST,"Work Complete, CFC Issued"
750 14TH ST,"Work Complete, CFC Issued"
1441 VALLEJO ST,"Work Complete, CFC Issued"
816 GREENWICH ST,"Work Complete, CFC Issued"
1900 PAGE ST,Non-Compliant
1608 VALLEJO ST,"Work Complete, CFC Issued"
1615 GOUGH ST,"Work Complete, CFC Issued"
237 ARGUELLO BL,"Work Complete, CFC Issued"
357 VALLEJO ST,"Permit Submitted, CFC Required by 9/15/20"
2355 CALIFORNIA ST,"Work Complete, CFC Issued"
519 28TH AV,"Work Complete, CFC Issued"
1438 PAGE ST,"Work Complete, CFC Issued"
936 LEAVENWORTH ST,"Work Complete, CFC Issued"
3019 23RD ST,Non-Compliant
1714 FILBERT ST,"Permit Submitted, CFC Required by 9/15/20"
501 OAK ST,"Work Complete, CFC Issued"
3170 SACRAMENTO ST,"Work Complete, CFC Issued"
886 NOE ST,"Permit Submitted, CFC Required by 9/15/20"
607 CORBETT AV,Non-Compliant
1050 PINE ST,Non-Compliant
1400 26TH AV,"Work Complete, CFC Issued"
1695 FILBERT ST,"Work Complete, CFC Issued"
16 VIRGINIA AV,"Work Complete, CFC Issued"
1065 SOUTH VAN NESS AV,"Work Complete, CFC Issued"
3665 18TH ST,"Permit Submitted, CFC Required by 9/15/20"
659 SCOTT ST,"Work Complete, CFC Issued"
1290 JACKSON ST,"Work Complete, CFC Issued"
3300 CLAY ST,Non-Compliant
423 GREEN ST,"Work Complete, CFC Issued"
1251 08TH AV,Non-Compliant
1376 MCALLISTER ST,Non-Compliant
395 31ST AV,"Permit Submitted, CFC Required by 9/15/20"
681 ARGUELLO BL,"Work Complete, CFC Issued"
1906 HYDE ST,"Permit Submitted, CFC Required by 9/15/20"
128 DOWNEY ST,"Work Complete, CFC Issued"
2780 SACRAMENTO ST,"Work Complete, CFC Issued"
1289 22ND AV,"Work Complete, CFC Issued"
1055 WASHINGTON ST,Non-Compliant
41 OCTAVIA ST,"Work Complete, CFC Issued"
6 MOFFITT ST,"Work Complete, CFC Issued"
19A HARRIET ST,"Work Complete, CFC Issued"
620 LAKE ST,"Work Complete, CFC Issued"
2211 BRODERICK ST,"Work Complete, CFC Issued"
851 HAIGHT ST,Non-Compliant
1375 HAYES ST,Non-Compliant
500 LISBON ST,Non-Compliant
395 EUCLID AV,"Work Complete, CFC Issued"
1345 TAYLOR ST,"Work Complete, CFC Issued"
153 JULIAN AV,"Work Complete, CFC Issued"
360 GREEN ST,"Work Complete, CFC Issued"
1371 48TH AV,"Work Complete, CFC Issued"
110 TERRA VISTA AV,"Work Complete, CFC Issued"
4300 23RD ST,Non-Compliant
453 31ST AV,"Work Complete, CFC Issued"
435 43RD AV,Non-Compliant
3550 CALIFORNIA ST,"Work Complete, CFC Issued"
101 PIERCE ST,"Permit Submitted, CFC Required by 9/15/20"
60 CENTRAL AV,"Work Complete, CFC Issued"
140 GRAYSTONE TR,"Work Complete, CFC Issued"
720 ASHBURY ST,"Work Complete, CFC Issued"
3560 DIVISADERO ST,"Work Complete, CFC Issued"
1711 WASHINGTON ST,"Work Complete, CFC Issued"
756 ARGUELLO BL,"Work Complete, CFC Issued"
1100 FULTON ST,Non-Compliant
901 MISSOURI ST,"Permit Submitted, CFC Required by 9/15/20"
50 ALTA ST,Non-Compliant
797 CORBETT AV,"Work Complete, CFC Issued"
419 19TH AV,"Work Complete, CFC Issued"
1060 COLE ST,Non-Compliant
1582 FOLSOM ST,"Work Complete, CFC Issued"
110 GARDENSIDE DR,"Work Complete, CFC Issued"
191 HENRY ST,Non-Compliant
3070 CALIFORNIA ST,Non-Compliant
513 DOLORES ST,"Work Complete, CFC Issued"
665 MINNA ST,"Permit Submitted, CFC Required by 9/15/20"
4 LUPINE AVE,Non-Compliant
1545 TAYLOR ST,"Work Complete, CFC Issued"
510 FREDERICK ST,"Permit Submitted, CFC Required by 9/15/20"
160 BEULAH ST,"Work Complete, CFC Issued"
1520 GREENWICH ST,"Work Complete, CFC Issued"
3560 21ST ST,"Work Complete, CFC Issued"
1372 PINE ST,"Work Complete, CFC Issued"
3666 MISSION ST,"Work Complete, CFC Issued"
4640 BALBOA ST,Non-Compliant
1737 CHESTNUT ST,"Permit Submitted, CFC Required by 9/15/20"
14 CLEMENT ST,"Work Complete, CFC Issued"
558 21ST AV,"Work Complete, CFC Issued"
1319 STOCKTON ST,"Permit Submitted, CFC Required by 9/15/20"
400 COLE ST,"Work Complete, CFC Issued"
1221 MASONIC AV,"Work Complete, CFC Issued"
2925 BUCHANAN ST,"Work Complete, CFC Issued"
199 DOLORES ST,"Work Complete, CFC Issued"
1828 15TH ST,"Permit Submitted, CFC Required by 9/15/20"
1655 JONES ST,"Work Complete, CFC Issued"
405 LAGUNA ST,Non-Compliant
3316 LAGUNA ST,"Work Complete, CFC Issued"
1730 FILBERT ST,"Work Complete, CFC Issued"
2760 SUTTER ST,"Work Complete, CFC Issued"
100 LAGUNA ST,Non-Compliant
2231 POWELL ST,Non-Compliant
460 14TH ST,"Work Complete, CFC Issued"
2251 JACKSON ST,Non-Compliant
9 AUGUST AL,Non-Compliant
257 14TH AV,Non-Compliant
269 COLERIDGE ST,"Work Complete, CFC Issued"
2825 VAN NESS AV,"Work Complete, CFC Issued"
21 GUERRERO ST,"Work Complete, CFC Issued"
1151 KEARNY ST,Non-Compliant
2199 TURK BL,Non-Compliant
161 11TH AVE,"Work Complete, CFC Issued"
3543 23RD ST,"Work Complete, CFC Issued"
2420 FRANKLIN ST,Non-Compliant
369 GREEN ST,"Work Complete, CFC Issued"
136 09TH AV,Non-Compliant
422 44TH AVE,"Work Complete, CFC Issued"
495 GRAND VIEW AV,"Work Complete, CFC Issued"
977 JACKSON ST,"Work Complete, CFC Issued"
1306 CALIFORNIA ST,Non-Compliant
1625 LARKIN ST,"Work Complete, CFC Issued"
3645 BUCHANAN ST,"Permit Submitted, CFC Required by 9/15/20"
1287 ALABAMA ST,"Permit Submitted, CFC Required by 9/15/20"
1921 MCALLISTER ST,"Work Complete, CFC Issued"
531 24TH AV,Non-Compliant
2106 FOLSOM ST,"Work Complete, CFC Issued"
900 OAK ST,"Work Complete, CFC Issued"
172 LANGTON ST,"Work Complete, CFC Issued"
1405 GREENWICH ST,Non-Compliant
961 PINE ST,Non-Compliant
1281 24TH AV,Non-Compliant
501 30TH ST,"Work Complete, CFC Issued"
3330 BUCHANAN ST,"Work Complete, CFC Issued"
1341 07TH AV,"Work Complete, CFC Issued"
1850 FULTON ST,Non-Compliant
1034 COLE ST,"Work Complete, CFC Issued"
1542 JACKSON ST,Non-Compliant
700 LAGUNA ST,"Work Complete, CFC Issued"
778 41ST AV,"Work Complete, CFC Issued"
1326 HYDE ST,"Work Complete, CFC Issued"
1780 MCALLISTER ST,"Work Complete, CFC Issued"
80 ELGIN PK,Non-Compliant
527 DOLORES ST,Non-Compliant
950 PINE ST,"Work Complete, CFC Issued"
1450 GOLDEN GATE AV,"Work Complete, CFC Issued"
2256 MARKET ST,"Permit Submitted, CFC Required by 9/15/20"
1407 FRANCISCO ST,"Work Complete, CFC Issued"
434 LOMBARD ST,"Work Complete, CFC Issued"
1550 JACKSON ST,Non-Compliant
123 RIPLEY ST,"Permit Submitted, CFC Required by 9/15/20"
1250 09TH AV,"Work Complete, CFC Issued"
2816 JACKSON ST,"Work Complete, CFC Issued"
409 10TH AV,"Work Complete, CFC Issued"
2271 FULTON ST,Non-Compliant
243 HENRY ST,"Work Complete, CFC Issued"
1247 11TH AV,"Work Complete, CFC Issued"
1168 STANYAN ST,Non-Compliant
1048 UNION ST,"Work Complete, CFC Issued"
1142 JACKSON ST,"Work Complete, CFC Issued"
398 HAIGHT ST,"Work Complete, CFC Issued"
1441 LARKIN ST,"Work Complete, CFC Issued"
556 SAN JOSE AV,"Work Complete, No CFC Issued yet"
1242 TAYLOR ST,"Work Complete, CFC Issued"
195 COLLINGWOOD ST,"Work Complete, CFC Issued"
793 CLAYTON ST,"Work Complete, CFC Issued"
3167 CALIFORNIA ST,"Work Complete, CFC Issued"
4205 24TH ST,"Work Complete, CFC Issued"
1100 LEAVENWORTH ST,"Work Complete, CFC Issued"
349 29TH ST,"Work Complete, CFC Issued"
1690 WASHINGTON ST,"Work Complete, CFC Issued"
1155 HOWARD ST,"Work Complete, CFC Issued"
105 21ST AV,"Work Complete, CFC Issued"
2350 WASHINGTON ST,"Work Complete, CFC Issued"
135 BUENA VISTA EAST AV,Non-Compliant
3124 21ST ST,Non-Compliant
266 DOLORES ST,"Work Complete, CFC Issued"
131 HUGO ST,"Permit Submitted, CFC Required by 9/15/20"
1832 JUDAH ST,"Work Complete, CFC Issued"
275 FRANCISCO ST,"Permit Submitted, CFC Required by 9/15/20"
1929 LAGUNA ST,Non-Compliant
830 LAKE ST,"Work Complete, CFC Issued"
1742 PAGE ST,"Work Complete, CFC Issued"
407 29TH ST,Non-Compliant
2355 UNION ST,"Work Complete, CFC Issued"
4100 17TH ST,"Work Complete, CFC Issued"
772 STANYAN ST,"Work Complete, CFC Issued"
2665 CHESTNUT ST,"Work Complete, CFC Issued"
60 DEARBORN ST,"Permit Submitted, CFC Required by 9/15/20"
50 CAPRA WAY,"Work Complete, CFC Issued"
1175 CHESTNUT ST,"Work Complete, CFC Issued"
366 12TH AVE,"Work Complete, CFC Issued"
1034 14TH ST,"Work Complete, CFC Issued"
485 14TH ST,"Work Complete, CFC Issued"
1755 CHESTNUT ST,"Work Complete, CFC Issued"
1247 FULTON ST,"Work Complete, CFC Issued"
530 CLIPPER ST,"Work Complete, CFC Issued"
165 CHATTANOOGA ST,Non-Compliant
3264 MISSION ST,"Work Complete, CFC Issued"
1275 17TH AV,"Work Complete, CFC Issued"
2470 FULTON ST,"Work Complete, CFC Issued"
106 18TH AV,"Work Complete, CFC Issued"
5407 DIAMOND HEIGHTS BL,"Work Complete, CFC Issued"
10 FLORENTINE AV,"Permit Submitted, CFC Required by 9/15/20"
988 BROADWAY,"Work Complete, CFC Issued"
2697 MISSION ST,"Permit Submitted, CFC Required by 9/15/20"
1600 HAIGHT ST,"Work Complete, CFC Issued"
947 CHURCH ST,"Work Complete, CFC Issued"
1601 LINCOLN WY,"Work Complete, CFC Issued"
3267 19TH ST,Non-Compliant
447 34TH AV,"Work Complete, CFC Issued"
980 GREEN ST,"Work Complete, CFC Issued"
511 WALLER ST,"Work Complete, CFC Issued"
1646 SUTTER ST,"Work Complete, CFC Issued"
2295 FRANCISCO ST,"Work Complete, CFC Issued"
2609 JUDAH ST,Non-Compliant
115 HAIGHT ST,"Work Complete, CFC Issued"
571 24TH AV,"Work Complete, CFC Issued"
557 26TH AV,"Work Complete, CFC Issued"
359 21ST AVE,"Work Complete, CFC Issued"
234 27TH AV,Non-Compliant
90 06TH AV,"Work Complete, CFC Issued"
1126 STANYAN ST,"Work Complete, CFC Issued"
1355 BAY ST,"Work Complete, CFC Issued"
4424 FULTON ST,"Work Complete, CFC Issued"
1201 08TH AV,"Work Complete, CFC Issued"
267 27TH AV,"Work Complete, CFC Issued"
1 RICHARDSON AV,Non-Compliant
701 24TH AV,Non-Compliant
1250 VALLEJO ST,"Work Complete, CFC Issued"
2160 TAYLOR ST,"Work Complete, CFC Issued"
1426 WALLER ST,"Work Complete, CFC Issued"
1540 05TH AV,"Work Complete, CFC Issued"
1355 STOCKTON ST,"Work Complete, CFC Issued"
1930 FOLSOM ST,"Work Complete, CFC Issued"
2420 VAN NESS AV,"Work Complete, CFC Issued"
2400 HARRISON ST,"Permit Submitted, CFC Required by 9/15/20"
7555 GEARY BL,Non-Compliant
3638 24TH ST,"Work Complete, CFC Issued"
500 HAIGHT ST,"Work Complete, CFC Issued"
480 06TH ST,"Permit Submitted, CFC Required by 9/15/20"
5530 MISSION ST,"Permit Submitted, CFC Required by 9/15/20"
2360 FILBERT ST,"Work Complete, CFC Issued"
1814 FILBERT ST,Non-Compliant
1550 HOWARD ST,"Permit Submitted, CFC Required by 9/15/20"
1030 FELL ST,"Work Complete, CFC Issued"
522 HAYES ST,"Permit Submitted, CFC Required by 9/15/20"
300 ARBOR ST,"Work Complete, CFC Issued"
3218 STEINER ST,"Work Complete, CFC Issued"
2136 SCOTT ST,"Work Complete, CFC Issued"
1307 BAY ST,"Work Complete, CFC Issued"
201 06TH ST,Non-Compliant
2217 SCOTT ST,"Work Complete, CFC Issued"
1273 HAYES ST,"Work Complete, CFC Issued"
830 CORBETT AV,"Work Complete, CFC Issued"
409 GREENWICH ST,"Work Complete, CFC Issued"
495 27TH AV,"Permit Submitted, CFC Required by 9/15/20"
109 BUCHANAN ST,"Work Complete, CFC Issued"
444 VALLEY ST,"Work Complete, CFC Issued"
1200 HAIGHT ST,"Work Complete, No CFC Issued yet"
1424 FILBERT ST,"Work Complete, CFC Issued"
2330 17TH ST,Non-Compliant
2054 HYDE ST,"Work Complete, CFC Issued"
